Y X W1 W2 state county
0.040495632 0.014099886 0.239057239 0.037655896 56 30
0.005769759 0.027200293 0.067340067 0.004048202 32 1590
0.244848538 0.013120817 0.083892617 0.246988489 45 10
0.006890254 0.024738502 0.087248322 0.00485189 53 30
0.006970509 0.079892761 0.036912752 0.004370629 63 590
0.033995714 0.029027859 0.033557047 0.034008828 45 630
0.032730889 0.012884815 0.046979866 0.032544897 34 1950
0.005849282 0.016979953 0.023411371 0.005545927 32 110
0.006444683 0.107053348 0.036789298 0.002806736 63 850
0.005206349 0.037968254 0.02006689 0.004619852 49 1710
0.01252091 0.015207584 0.063333333 0.011736243 24 1490
0.001858205 0.043024585 0.013289037 0.001344287 67 270
0.007630227 0.044167278 0.07641196 0.00445195 32 390
0.010252029 0.02580094 0.079470199 0.008418837 34 110
0.007139612 0.01960148 0.056291391 0.006156902 24 1750
0.036525612 0.033853007 0.042763158 0.036307054 66 130
0.010058676 0.127409891 0.049342105 0.004322767 37 1370
0.002471524 0.032774554 0.013114754 0.002110877 32 1410
0.037221381 0.033109717 0.049019608 0.036817368 46 590
0.018583506 0.024405806 0.088235294 0.016841073 53 1530
0.01851993 0.023321393 0.075163399 0.017167382 40 7300
0.018339894 0.013279121 0.048859935 0.01792916 22 190
0.002188868 0.095997498 0.009771987 0.001383604 36 330
0.012022565 0.014242116 0.032467532 0.011727179 24 1650
0.009687836 0.110871905 0.061488673 0.00322841 37 950
0.0179941 0.018348083 0.080385852 0.016827934 22 290
0.023208616 0.0102131 0.048076923 0.022952012 42 1430
0.006266319 0.163446475 0.019169329 0.003745318 64 590
0.005808462 0.014828107 0.050955414 0.005128943 24 410
0.00294861 0.044229149 0.00952381 0.002644337 66 170
0.009330191 0.030936948 0.06031746 0.007702442 21 1330
0.009056877 0.038038884 0.044444444 0.007657545 32 1450
0.017090909 0.057272727 0.13015873 0.010221794 49 2390
0.008396641 0.1267493 0.047318612 0.002747253 63 630
0.018489131 0.008010277 0.08490566 0.01795282 52 190
0.018259156 0.032990974 0.06918239 0.016521832 34 1350
0.023443182 0.017848151 0.087774295 0.022274126 34 90
0.010557165 0.010623772 0.015673981 0.010502222 21 290
0.003018911 0.018227387 0.009375 0.002900905 32 590
0.032714261 0.010938831 0.021806854 0.032834895 44 2150
0.008009582 0.024103601 0.031055901 0.007440362 21 170
0.02232027 0.016714249 0.049689441 0.021855039 53 270
0.027253248 0.021628499 0.154798762 0.024433646 56 570
0.12966805 0.084024896 0.194444444 0.123725934 45 870
0.016006098 0.027523713 0.095384615 0.013759471 24 1250
0.003529412 0.029502262 0.033742331 0.002610966 32 310
0.005964527 0.051169361 0.058282209 0.003143093 63 530
0.250728118 0.016657299 0.17791411 0.251961548 45 550
0.009118887 0.037273453 0.04587156 0.007695951 49 3210
0.170164657 0.019132653 0.103030303 0.17147417 66 470
0.013930571 0.014781635 0.036363636 0.013593999 24 650
0.002191381 0.060628196 0.006024096 0.001944012 68 90
0.012907797 0.010227658 0.039156627 0.012636559 53 1130
0.009443395 0.012331963 0.048048048 0.00896138 53 1190
0.031607879 0.153000458 0.113772455 0.016765819 23 1190
0.006314581 0.192307692 0.032835821 0 64 510
0.031505673 0.015187814 0.053571429 0.031165374 49 2570
0.018414349 0.017883677 0.091988131 0.01707462 21 510
0.003382492 0.045595995 0.029673591 0.002126453 62 630
0.20962795 0.014979775 0.258160237 0.208889892 45 970
0.01732937 0.018955751 0.026627219 0.017149717 49 970
0.067139738 0.020621058 0.161764706 0.065147387 56 50
0.002297442 0.052228519 0.011730205 0.001777634 63 510
0.025906736 0.013526876 0.035087719 0.025780843 34 310
0.02164831 0.04329662 0.114035088 0.017467249 49 4930
0.007039775 0.120732137 0.043731778 0.002001601 68 430
0.01200998 0.014505011 0.049562682 0.011457261 24 570
0.007330044 0.016432712 0.023323615 0.007062835 53 750
0.001751654 0.066757493 0.008746356 0.001251303 35 1010
0.004665826 0.043253468 0.032069971 0.003426914 32 1430
0.016795712 0.013619218 0.032069971 0.016584816 40 6800
0.004713471 0.085338626 0.01744186 0.003525902 72 490
0.016394068 0.006557627 0.026162791 0.016329585 53 1330
0.003817522 0.021950754 0.060869565 0.00253708 32 570
0.005974735 0.059064527 0.052023121 0.00308418 63 470
0.002769231 0.106769231 0.014409222 0.001377885 63 770
0.011347875 0.043878452 0.083333333 0.00804431 22 1110
0.01089531 0.082662245 0.103151862 0.002581978 14 230
0.034474199 0.010860459 0.074285714 0.03403708 51 190
0.007441039 0.014755959 0.048433048 0.006827104 22 690
0.012731131 0.017732646 0.045584046 0.012138045 53 1470
0.052806297 0.012046543 0.0625 0.052688098 41 430
0.007308161 0.018641106 0.011363636 0.007231126 34 1150
0.023470243 0.147946354 0.059490085 0.017215937 23 390
0.005842259 0.11489776 0.028248588 0.002933627 63 730
0.009835605 0.01658002 0.039548023 0.009334667 24 1610
0.010415667 0.016991456 0.079096045 0.009228516 21 1730
0.006625097 0.069368667 0.061797753 0.002512563 62 390
0.039902808 0.019222462 0.238764045 0.036005285 56 830
0.00701107 0.131734317 0.014005602 0.005949851 73 190
0.00502956 0.031500926 0.016806723 0.004646501 53 530
0.006970652 0.015850464 0.025210084 0.006676893 21 1090
0.09536167 0.01064877 0.308123249 0.093071635 40 1950
0.009090909 0.271212121 0.033519553 0 65 50
0.011474469 0.014670929 0.061452514 0.010730328 21 810
0.002972973 0.097027027 0.016713092 0.001496558 37 550
0.047385961 0.037388044 0.211699164 0.041004003 49 1850
0.057605178 0.116504854 0.125 0.048717949 6 130
0.027901658 0.02058319 0.022222222 0.028021016 56 410
0.005553352 0.020400068 0.052777778 0.004569908 32 1330
0.009723261 0.01696896 0.03030303 0.009368016 34 470
0.008709016 0.185963115 0.033057851 0.003146633 71 910
0.034173669 0.010732714 0.076923077 0.033709875 47 630
0.011160086 0.034230517 0.01369863 0.011070111 32 430
0.013909965 0.092564492 0.139344262 0.001114827 62 1150
0.008344654 0.035804386 0.073170732 0.005937406 62 990
0.001115005 0.058935967 0.008108108 0.000677048 68 290
0.006849315 0.181017613 0.035135135 0.000597372 64 350
0.003294591 0.034135627 0.018766756 0.002747773 32 1830
0.029566334 0.015003811 0.058823529 0.029120678 56 250
0.022590128 0.029011295 0.074666667 0.021034181 40 1290
0.008935825 0.076360682 0.061170213 0.004617414 72 230
0.021041721 0.019642394 0.031662269 0.020828928 34 1090
0.01651385 0.018242043 0.042105263 0.016038336 34 2170
0.003638453 0.036480276 0.026246719 0.00278247 62 1250
0.018932767 0.023869033 0.094240838 0.017091282 34 10
0.012137693 0.025402932 0.054830287 0.011024908 21 490
0.01633459 0.011458146 0.062663185 0.015797597 24 1670
0.013017751 0.075739645 0.119791667 0.004268032 67 150
0.020258863 0.108047271 0.166666667 0.002523659 63 390
0.006934507 0.042267474 0.033854167 0.005746466 43 710
0.006815084 0.043843707 0.012953368 0.006533618 61 270
0.018235542 0.03258759 0.049222798 0.017191727 49 350
0.005654124 0.075453305 0.041343669 0.002741459 32 230
0.025080906 0.026294498 0.030769231 0.024927295 40 410
0.037580438 0.05032175 0.140664962 0.032118173 53 290
0.123862636 0.02869093 0.033248082 0.126539246 66 490
0.006761325 0.264367816 0.020460358 0.001838235 62 970
0.011239563 0.031390495 0.046035806 0.010111894 21 1250
0.007339724 0.029358898 0.094387755 0.00470679 31 1010
0.004709891 0.039282493 0.022959184 0.003963701 35 1270
0.005342152 0.099974561 0.038167939 0.001695873 68 190
0.011097271 0.044502321 0.06870229 0.008414316 22 1310
0.005658411 0.019506626 0.055979644 0.004657285 24 1710
0.006099627 0.133514063 0.035532995 0.001564333 64 1070
0.008434751 0.047596096 0.083544304 0.004681174 53 450
0.00536789 0.02141734 0.032911392 0.004765071 22 1130
0.004981539 0.023208111 0.01010101 0.004859903 32 10
0.026926713 0.013901047 0.214105793 0.024288048 14 90
0.004760571 0.05558667 0.017632242 0.004002965 35 830
0.007059229 0.068526171 0.042713568 0.004436229 63 650
0.015909091 0.043073593 0.155778894 0.00961321 53 930
0.005705833 0.084530854 0.0375 0.002770083 37 610
0.00592718 0.08488569 0.052369077 0.001619246 72 250
0.001803969 0.060282622 0.004987531 0.001599744 63 410
0.015087806 0.049839228 0.037220844 0.013926851 49 2550
0.015199804 0.049644521 0.051851852 0.01328518 43 1070
0.027902686 0.046811945 0.091133005 0.024797387 44 1270
0.004707686 0.044558791 0.029484029 0.003552194 32 1270
0.016043408 0.012025224 0.051219512 0.015615259 53 150
0.009764132 0.024116228 0.02195122 0.009462962 53 830
0.0115625 0.128125 0.065853659 0.003584229 36 870
0.028240166 0.033954451 0.297560976 0.018774111 24 1210
0.01167681 0.020335461 0.111922141 0.00959596 53 390
0.004037267 0.042546584 0.02919708 0.002919235 35 650
0.021613833 0.014444366 0.094890511 0.020539885 49 2170
0.013823705 0.035241915 0.099273608 0.010702282 21 50
0.010406504 0.13495935 0.062650602 0.002255639 61 230
0.075175409 0.046218955 0.315662651 0.063521719 45 470
0.018930142 0.025403029 0.007211538 0.019235589 40 590
0.012036192 0.034614427 0.026378897 0.011521926 43 830
0.014624543 0.03937377 0.026190476 0.014150483 45 1030
0.151451187 0.037027265 0.406175772 0.141656772 45 1010
0.007099025 0.05077608 0.035545024 0.005577386 43 1170
0.002414992 0.040861669 0.004728132 0.002316447 32 1230
0.023860247 0.09011504 0.087470449 0.01756029 40 1490
0.031194068 0.013551521 0.058962264 0.030812597 11 50
0.008008324 0.013368225 0.025943396 0.007765315 46 490
0.003659849 0.091280947 0.018867925 0.002132196 37 850
0.0210766 0.012406586 0.025882353 0.021016228 24 1410
0.006186406 0.017297517 0.032941176 0.005715469 49 4510
0.004963504 0.124379562 0.023474178 0.002334111 62 1190
0.006305671 0.018828821 0.032786885 0.005797492 32 1910
0.023110326 0.01575035 0.091121495 0.022021985 22 930
0.007015903 0.066884939 0.034965035 0.005012531 35 630
0.040267895 0.035914609 0.095571096 0.038207711 34 1610
0.005146262 0.05823402 0.053488372 0.002157032 63 430
0.003699284 0.051431981 0.041763341 0.001635426 35 310
0.009514075 0.008491901 0.074074074 0.008961142 14 550
0.012382415 0.020733346 0.050925926 0.01156636 34 1750
0.001522456 0.110124334 0.002304147 0.00142572 72 370
0.070715734 0.033915484 0.073563218 0.07061577 31 1290
0.005270033 0.019638755 0.055045872 0.004272915 24 50
0.012502469 0.012333136 0.054919908 0.011972797 24 450
0.004270897 0.13361806 0.011415525 0.003169014 64 330
0.011563779 0.077922078 0.116438356 0.002701138 35 870
0.042312702 0.009244086 0.072727273 0.042028924 47 1830
0.013551216 0.176165803 0.063348416 0.002902758 64 390
0.006387694 0.057619606 0.045248869 0.00401162 32 1050
0.045250561 0.033208676 0.335585586 0.035277735 56 10
0.005366452 0.068077277 0.02027027 0.004277723 73 30
0.017276913 0.019469415 0.094594595 0.015741693 53 810
0.008091842 0.022454863 0.02027027 0.007812096 24 1070
0.034039878 0.040057482 0.062780269 0.032840569 52 90
0.022848665 0.066172107 0.116591928 0.01620591 49 910
0.003665988 0.182077393 0.011185682 0.001992032 73 550
0.020481167 0.03135302 0.178970917 0.015351195 56 910
0.009050196 0.020899422 0.020089286 0.008814561 34 1470
0.011020062 0.127154563 0.051111111 0.00517967 37 410
0.002768933 0.06243943 0.019955654 0.001624335 62 1210
0.004375631 0.076236957 0.024282561 0.002732738 65 30
0.01160444 0.229061554 0.04845815 0.00065445 65 270
0.017158202 0.01078923 0.09030837 0.01636036 53 370
0.012645237 0.016640399 0.063876652 0.0117783 22 430
0.010554224 0.023147912 0.033039648 0.0100214 24 1370
0.011103745 0.037620152 0.105726872 0.007404856 46 1490
0.004365224 0.082757366 0.028571429 0.002181241 37 650
0.00547179 0.055447471 0.026315789 0.004248198 32 1970
0.006924409 0.131852279 0.026258206 0.003988036 63 210
0.021799975 0.014211967 0.054704595 0.021325594 32 350
0.007754302 0.01995208 0.032751092 0.00724541 24 110
0.014771997 0.294797688 0.043572985 0.00273224 62 1110
0.038849227 0.008166664 0.071583514 0.038579696 47 670
0.022837066 0.202898551 0.084415584 0.007162534 36 850
0.012780295 0.053793424 0.041036717 0.01117387 21 1290
0.010790005 0.029467441 0.017130621 0.01059749 22 10
0.004752206 0.063408011 0.010706638 0.004349087 43 90
0.008477464 0.019894351 0.057815846 0.007475986 24 310
0.005399286 0.040668815 0.025695931 0.004538853 32 850
0.021884858 0.046135647 0.147435897 0.015812319 49 210
0.006637872 0.021323028 0.019189765 0.006364397 21 670
0.003344482 0.087328131 0.021276596 0.001628664 61 50
0.005106826 0.048983846 0.05106383 0.002739726 63 310
0.016147541 0.019262295 0.036170213 0.015754283 32 990
0.010377054 0.030293265 0.078723404 0.008241941 40 5100
0.019840715 0.013161939 0.033970276 0.019652263 53 1010
0.014255911 0.164116829 0.078389831 0.001663894 37 630
0.007096513 0.096107056 0.033755274 0.004262001 73 210
0.006518905 0.102998696 0.044303797 0.002180233 37 730
0.008957655 0.129478827 0.056603774 0.001870907 65 10
0.008141113 0.020267978 0.071129707 0.006838051 22 1030
0.030778568 0.041789492 0.195020747 0.023615635 46 1510
0.082474477 0.011716091 0.10373444 0.082222441 51 1950
0.002596653 0.139353722 0.01242236 0.001005699 64 250
0.007161583 0.030884328 0.031055901 0.006400106 31 1070
0.00478687 0.110098017 0.031055901 0.001536885 37 1070
0.011536613 0.038775837 0.024793388 0.011001834 43 810
0.011231102 0.069690425 0.035123967 0.009441263 49 2870
0.00533558 0.136759337 0.028747433 0.001626545 71 150
0.026904177 0.05982801 0.316221766 0.008493401 46 270
0.012788867 0.010384304 0.071721311 0.012170473 49 1810
0.006186317 0.0444869 0.028629857 0.005141388 53 730
0.02071601 0.049175382 0.053169734 0.019037546 34 730
0.025878473 0.062032221 0.096114519 0.021233433 40 6700
0.004419776 0.050570459 0.028455285 0.003139547 32 1470
0.006963494 0.104030386 0.044624746 0.002590674 64 30
0.012875806 0.010363454 0.038383838 0.012608686 53 1250
0.005687831 0.065740741 0.042253521 0.003114824 35 1330
0.002862869 0.035714286 0.02004008 0.002226676 31 770
0.002393162 0.085470085 0.014 0.001308411 63 70
0.002749771 0.114573786 0.018 0.000776398 71 270
0.020023175 0.023174971 0.152 0.016892052 42 690
0.047227531 0.007466335 0.113095238 0.046732041 48 450
0.015241321 0.072114028 0.033268102 0.013840304 43 1010
0.013004409 0.014288106 0.048828125 0.012485137 44 210
0.047401339 0.018726455 0.162109375 0.04521227 34 1870
0.007288116 0.030210415 0.027237354 0.006666667 32 1210
0.020010262 0.132119035 0.099029126 0.007981082 61 110
0.003279485 0.06255314 0.011650485 0.002720912 67 410
0.006034525 0.025572538 0.032882012 0.005329949 22 330
0.004933586 0.098481973 0.032755299 0.001894338 37 490
0.008953946 0.020204773 0.052023121 0.008065798 34 1270
0.012960329 0.082029398 0.123314066 0.003099174 32 1350
0.006231084 0.092398077 0.034682081 0.003334641 32 1530
0.002920096 0.046013627 0.001923077 0.002968185 31 10
0.025803241 0.018481661 0.107692308 0.024261298 52 110
0.003798343 0.089951657 0.021113244 0.002086891 71 330
0.014832199 0.024501291 0.076628352 0.013280085 22 210
0.013364208 0.034667549 0.066793893 0.011445412 25 1030
0.010401952 0.067548478 0.020912548 0.009640545 43 1150
0.034858711 0.039086257 0.20113852 0.028095091 46 110
0.013099907 0.021347997 0.024621212 0.012848585 53 310
0.045441445 0.050725334 0.414772727 0.0257059 49 3950
0.032898084 0.08970663 0.270321361 0.009500745 14 1130
0.005744317 0.064654119 0.037807183 0.003528028 35 1810
0.003461705 0.076445983 0.026415094 0.001561768 37 470
0.006293587 0.090151386 0.032075472 0.003739017 71 490
0.006857143 0.075857143 0.062146893 0.002318751 68 310
0.006088974 0.022077707 0.071294559 0.004616883 24 830
0.009397457 0.049290584 0.035514019 0.008043415 53 1030
0.00350186 0.058656161 0.027985075 0.001976285 35 450
0.021390374 0.191800357 0.081784387 0.007057786 3 190
0.01002004 0.154594904 0.02037037 0.008127328 33 870
0.013665702 0.024037391 0.062962963 0.012451539 22 1530
0.007608179 0.052116025 0.109489051 0.002006622 62 290
0.01280812 0.066457226 0.112727273 0.005695056 62 850
0.00331379 0.070609228 0.005415162 0.003154142 63 490
0.015928892 0.048842735 0.100900901 0.011565507 49 390
0.012166272 0.020953025 0.041218638 0.01154451 34 1590
0.018491896 0.011008488 0.135957066 0.017184389 52 410
0.036773156 0.026062974 0.183421517 0.032848782 56 770
0.024067488 0.046894384 0.08994709 0.020826102 14 930
0.003682171 0.110077519 0.022887324 0.00130662 64 570
0.00742194 0.01054989 0.056140351 0.006902486 14 410
0.004584661 0.044447898 0.036713287 0.003090185 2 150
0.010151312 0.10974909 0.022687609 0.008605852 23 190
0.020930233 0.190365449 0.085514834 0.005744768 23 850
0.00494801 0.020724274 0.055363322 0.003881078 32 150
0.029535865 0.06968053 0.183391003 0.018012181 49 510
0.007272727 0.162237762 0.024137931 0.004006678 64 550
0.003703261 0.069406284 0.036144578 0.001283697 35 1610
0.004125674 0.092668994 0.017123288 0.002798181 67 230
0.007266482 0.025718941 0.04109589 0.006373457 23 590
0.007398486 0.10065382 0.035897436 0.004208915 37 150
0.008155301 0.029319057 0.020477816 0.007783104 22 990
0.002934661 0.016859913 0.008532423 0.002838664 49 3750
0.005174644 0.084375449 0.042589438 0.001726845 72 270
0.006449583 0.092339154 0.044293015 0.002599653 63 670
0.01126549 0.221179121 0.03565365 0.004339441 65 130
0.006420546 0.072725028 0.054329372 0.002663116 61 210
0.00283852 0.061921783 0.006791171 0.002577608 72 330
0.003589744 0.100683761 0.008488964 0.003041247 37 1110
0.008186593 0.091133766 0.033898305 0.00560843 35 770
0.005328056 0.089815801 0.018644068 0.004014049 35 1730
0.007177364 0.081573499 0.055837563 0.002855425 37 590
0.005661564 0.041378346 0.030405405 0.004593511 31 1750
0.013728814 0.100508475 0.092748735 0.00489919 25 910
0.012504701 0.055848063 0.074074074 0.008862776 22 730
0.006754512 0.065994906 0.055369128 0.003319502 35 130
0.005586081 0.05467033 0.036850921 0.003777972 32 610
0.039201638 0.061207779 0.244147157 0.025839512 56 930
0.063592493 0.064128686 0.043478261 0.06497078 49 4790
0.049074473 0.258286698 0.18 0.003482298 36 70
0.008003961 0.04959155 0.051580699 0.005730161 31 1170
0.004154765 0.078161516 0.03654485 0.001408451 73 390
0.009477073 0.013551539 0.031561462 0.009173684 56 1070
0.016055902 0.032111805 0.016611296 0.016037476 34 1210
0.010386613 0.174264282 0.036423841 0.004891684 64 430
0.010808819 0.037155315 0.163636364 0.004911341 31 1830
0.00553275 0.108156345 0.02640264 0.003001801 37 30
0.015121285 0.063635409 0.047854785 0.012896714 49 4690
0.016951608 0.02936347 0.046052632 0.016071251 47 1290
0.012926748 0.201856148 0.0591133 0.001245847 64 790
0.009576918 0.074069584 0.099836334 0.002356638 68 150
0.026402972 0.015334806 0.063829787 0.0258201 48 790
0.005171475 0.08328797 0.019607843 0.003859857 35 970
0.005081967 0.100655738 0.03257329 0.002005104 73 170
0.008284714 0.07176196 0.02601626 0.006913891 35 1210
0.013990133 0.045946543 0.059294872 0.011808289 53 110
0.006966041 0.077745988 0.0608 0.002427839 68 30
0.007151371 0.148986889 0.032 0.00280112 64 450
0.006802721 0.158226253 0.02866242 0.002693804 36 110
0.00468506 0.081728267 0.031847134 0.002267574 35 330
0.089705755 0.027297978 0.222575517 0.085976888 45 190
0.010211186 0.145973544 0.052464229 0.00298913 64 890
0.002722137 0.032408834 0.006339144 0.002600987 32 450
0.019793814 0.130103093 0.109350238 0.006399621 32 1950
0.002529244 0.200126462 0.001579779 0.002766798 64 970
0.017957021 0.093170445 0.145339652 0.004869339 35 1250
0.005602032 0.047804004 0.0515625 0.003294634 31 730
0.003064978 0.130976706 0.009360374 0.002116153 64 950
0.014534884 0.233284884 0.056074766 0.001895735 65 190
0.019935562 0.129681836 0.097826087 0.008329477 68 410
0.015481172 0.135355649 0.071097372 0.00677474 71 90
0.011709775 0.047950789 0.00927357 0.011832477 43 690
0.005533269 0.089915618 0.030769231 0.003039976 35 430
0.019512552 0.023824314 0.154907975 0.016208123 45 730
0.012148943 0.051751341 0.170731707 0.003494176 24 190
0.045580878 0.36520289 0.109589041 0.008756567 33 310
0.009629045 0.10418311 0.037878788 0.006343612 25 10
0.008219178 0.090547945 0.054462935 0.003615002 35 610
0.049106654 0.07256385 0.31570997 0.028247252 49 410
0.013528749 0.093573844 0.114457831 0.003109453 35 1230
0.013835829 0.069695405 0.035555556 0.012208657 43 1090
0.01369863 0.1222062 0.051622419 0.008418891 23 350
0.012252531 0.021861095 0.184365782 0.008405854 14 870
0.038675369 0.164370317 0.130882353 0.020538039 23 1370
0.009055204 0.037148156 0.051395007 0.007421676 24 390
0.011703203 0.014693544 0.007320644 0.011768559 44 890
0.002725724 0.077683135 0.010233918 0.002093338 31 590
0.013565891 0.110465116 0.033625731 0.0110748 14 1030
0.011107481 0.223783077 0.040875912 0.002525253 65 230
0.005272811 0.157267309 0.033527697 0 68 170
0.015461664 0.027385826 0.126269956 0.012341643 22 550
0.005529732 0.018405727 0.029027576 0.005089128 53 710
0.011483559 0.018315213 0.04934688 0.010777146 41 1010
0.024351597 0.057459761 0.143686502 0.017076624 49 1770
0.023170268 0.029258805 0.088150289 0.021211725 34 510
0.010652174 0.150652174 0.054834055 0.002815459 73 250
0.014567383 0.046954401 0.073593074 0.01165932 31 870
0.008320057 0.06133829 0.023088023 0.007355021 49 1870
0.009627014 0.033621982 0.017266187 0.009361233 53 170
0.005365012 0.04451683 0.014347202 0.004946524 32 130
0.00810767 0.113020918 0.037302726 0.004387569 64 470
0.007531646 0.044240506 0.030042918 0.006489636 35 1470
0.008827238 0.126103405 0.037142857 0.00474129 35 150
0.012837668 0.029355189 0.055555556 0.011545752 24 250
0.008401125 0.013342964 0.05982906 0.007705644 22 350
0.009743423 0.227996103 0.028490028 0.004206984 36 650
0.015264599 0.02640363 0.143465909 0.011787819 14 310
0.008204363 0.065728137 0.080851064 0.003093504 35 1450
0.00567616 0.07030472 0.04674221 0.002570694 67 110
0.008895325 0.146255689 0.042432815 0.003149988 63 90
0.012119772 0.168963878 0.052039381 0.004003432 62 510
0.011842374 0.048526509 0.081346424 0.008297568 32 290
0.005610311 0.108263836 0.019607843 0.0039109 37 970
0.029305686 0.009022934 0.027855153 0.029318894 47 810
0.006763973 0.128337487 0.044382802 0.00122524 64 10
0.004769475 0.143282989 0.019417476 0.002319647 64 870
0.020569174 0.068000376 0.233425414 0.005038799 13 970
0.014394672 0.02596054 0.093793103 0.012278509 21 1210
0.016941883 0.07784688 0.096418733 0.010232558 49 890
0.017238627 0.038786911 0.063100137 0.015388022 40 870
0.015292663 0.030214345 0.038199181 0.014578994 34 710
0.005413579 0.0221987 0.039509537 0.00463951 24 630
0.006663549 0.043079261 0.023066486 0.005925111 23 150
0.015863091 0.017090454 0.04200542 0.015408538 51 670
0.022316555 0.02995755 0.025641026 0.022213887 42 510
0.005145092 0.152706318 0.021563342 0.002186058 36 10
0.042419818 0.0188057 0.255689424 0.038332264 56 550
0.009837741 0.095822154 0.077333333 0.002684753 62 450
0.013410756 0.034563805 0.082666667 0.010931309 53 1490
0.090759144 0.031009031 0.155585106 0.088684625 56 590
0.019992384 0.143183549 0.065159574 0.012444444 23 1130
0.005949924 0.018286908 0.015936255 0.005763903 24 1090
0.006205113 0.04326343 0.027888446 0.005224598 21 1870
0.012845195 0.023796749 0.045092838 0.012059099 49 1390
0.007987668 0.106081839 0.042272127 0.00391911 35 1630
0.012701639 0.048202718 0.105401845 0.008006939 62 890
0.002260958 0.055429947 0.010526316 0.001775925 72 30
0.022342065 0.195428865 0.080157687 0.008298755 23 10
0.009312321 0.182187202 0.0327654 0.004087591 64 190
0.005677391 0.084938217 0.011795544 0.005109489 37 930
0.00962326 0.156838657 0.046997389 0.0026712 36 310
0.023926693 0.130324113 0.161458333 0.003317073 62 150
0.01657197 0.181818182 0.076822917 0.00318287 21 1550
0.019639697 0.022337617 0.046753247 0.019020207 44 2450
0.026929778 0.029202333 0.094682231 0.024891733 21 770
0.047443332 0.2042699 0.209032258 0.005962239 3 70
0.008512679 0.046579941 0.030888031 0.007419517 2 270
0.010651996 0.090951656 0.034749035 0.008241051 62 670
0.007033382 0.040888096 0.05648267 0.0049253 24 510
0.004518664 0.076522593 0.024390244 0.002872035 72 650
0.010843692 0.103015075 0.070603338 0.00398054 35 1750
0.007183908 0.101880878 0.024358974 0.005235602 25 770
0.013670021 0.148281754 0.042253521 0.008693714 63 350
0.003947888 0.154362416 0.017902813 0.00140056 64 730
0.009351181 0.014538018 0.017902813 0.009225023 49 4850
0.006462372 0.163227017 0.019157088 0.003986049 64 990
0.019665415 0.053533629 0.225765306 0.00800808 24 670
0.015606875 0.041495307 0.025412961 0.015182353 34 1830
0.014445795 0.106655866 0.098734177 0.004382651 71 110
0.00915678 0.062982722 0.067003793 0.005268525 32 1490
0.010933679 0.114228169 0.078085642 0.002273835 67 450
0.011240531 0.06467378 0.025188917 0.01027606 40 550
0.031346435 0.129283742 0.100502513 0.021078157 23 890
0.006413384 0.055489718 0.042713568 0.004280759 32 1310
0.009942363 0.114841499 0.058971142 0.003581312 71 170
0.015437262 0.060684411 0.115288221 0.008986399 25 230
0.022146119 0.060958904 0.149812734 0.013858497 21 1890
0.017859047 0.042755091 0.143391521 0.012252172 52 130
0.020744894 0.064317181 0.194271482 0.008816983 14 1310
0.003720171 0.073042374 0.019875776 0.002447142 43 110
0.007201592 0.021107212 0.047146402 0.006340289 32 1250
0.024427554 0.03857737 0.086741016 0.021927208 11 10
0.003235827 0.105099663 0.00862069 0.002603413 72 410
0.103966027 0.020550542 0.196801968 0.102018169 51 950
0.013562827 0.049507359 0.063882064 0.010941899 13 950
0.010042487 0.157589803 0.039215686 0.004585053 23 1290
0.043493034 0.277607883 0.134638923 0.008466604 25 370
0.004726101 0.043931257 0.023227384 0.003875969 40 130
0.006139621 0.020131109 0.048602673 0.005267231 22 530
0.015671104 0.018009748 0.078883495 0.014511785 40 7700
0.004244326 0.076121056 0.023030303 0.002696495 35 1690
0.00373413 0.154406273 0.013301088 0.001987194 64 1010
0.027211975 0.044212777 0.116082225 0.023101018 49 3310
0.010220522 0.041737992 0.091676719 0.006672621 23 230
0.006601981 0.082924877 0.024125452 0.005017452 35 1290
0.006842498 0.103632744 0.027611044 0.00444136 37 870
0.017712692 0.116457462 0.111377246 0.005367009 62 1070
0.011945884 0.120322395 0.077751196 0.002945026 32 1650
0.050820405 0.026719019 0.151732378 0.048050116 45 790
0.015617978 0.094494382 0.064209275 0.010547214 6 150
0.007094994 0.166141112 0.024911032 0.003545261 64 770
0.018621974 0.120899585 0.03436019 0.016457553 68 130
0.008538899 0.133617963 0.049704142 0.002190181 37 190
0.019375673 0.151596699 0.093491124 0.006132375 37 310
0.026609052 0.048044121 0.202366864 0.017738756 49 1450
0.028001522 0.013992491 0.072104019 0.02737566 24 1450
0.008821454 0.149435427 0.041322314 0.003111388 64 530
0.013161072 0.102632214 0.061176471 0.007669537 64 810
0.009395973 0.126771066 0.055294118 0.002732707 37 1050
0.00507872 0.072033181 0.011750881 0.004560795 32 270
0.003791869 0.059967699 0.030444965 0.002091581 72 610
0.00420199 0.063251014 0.024475524 0.002833084 72 10
0.00373599 0.152641879 0.018648019 0.001049759 37 430
0.006731879 0.023602792 0.065192084 0.0053187 24 1010
0.005878648 0.060256141 0.016260163 0.005212988 31 550
0.010638298 0.262006079 0.025522042 0.005354201 33 770
0.007911191 0.110246268 0.047453704 0.003011616 32 530
0.003119993 0.073193355 0.013824885 0.002274588 35 30
0.010397689 0.038569207 0.066820276 0.008134215 40 7400
0.01557271 0.038864843 0.099885189 0.012163417 52 230
0.016053748 0.061739745 0.136311569 0.008140499 14 1050
